id,scope,slice,kind,old,new,declared_at,consumers,persisted,category,decision_ref,status,owner,notes
gestao-vite-literal-value-bce8d4e7,gestao-vite,3,literal-value,Status dos atendentes,,apps/gestao-vite/src/paginas/fluxo/analise/gerenciador-de-relatorios/tela.tsx:38,0,unknown,,,candidate,,
gestao-vite-literal-value-6ec0350c,gestao-vite,3,literal-value,Tem certeza que deseja excluir esse(s) membro(s)?,,apps/gestao-vite/src/paginas/contrato/membros/tabela.tsx:64,0,unknown,,,candidate,,
gestao-vite-literal-value-e4a7ab01,gestao-vite,3,literal-value,Tempo médio da 1ª resposta,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:63,0,unknown,,,candidate,,
gestao-vite-literal-value-45c238a1,gestao-vite,3,literal-value,Tempo médio de atendimento,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:66,0,unknown,,,candidate,,
gestao-vite-literal-value-3e891260,gestao-vite,3,literal-value,Tempo médio de espera,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:64,0,unknown,,,candidate,,
gestao-vite-literal-value-8bcd9281,gestao-vite,3,literal-value,Tempo médio de resposta,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:65,0,unknown,,,candidate,,
gestao-vite-literal-value-ae7dda28,gestao-vite,3,literal-value,texto-mensagem,,apps/gestao-vite/src/componentes/icones-portal.tsx:494,3,unknown,,,candidate,,
gestao-vite-literal-value-3002e375,gestao-vite,3,literal-value,ticket finalizado pelo atendente,,apps/gestao-vite/src/paginas/builder/modelo.ts:130,0,unknown,,,candidate,,
gestao-vite-literal-value-774fad7c,gestao-vite,3,literal-value,ticket finalizado por inatividade do cliente,,apps/gestao-vite/src/paginas/builder/modelo.ts:132,0,unknown,,,candidate,,
gestao-vite-literal-value-4ea2bf3b,gestao-vite,3,literal-value,Tipo de validação,,apps/gestao-vite/src/paginas/builder/conteudo.ts:49,0,unknown,,,candidate,,
gestao-vite-literal-value-77bf0c19,gestao-vite,3,literal-value,Todas as mensagens entregues com sucesso,,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/miolo.tsx:87,0,unknown,,,candidate,,
gestao-vite-literal-value-71268fdc,gestao-vite,3,literal-value,Todas as mensagens enviadas à audiência,,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/miolo.tsx:86,0,unknown,,,candidate,,
gestao-vite-literal-value-70bf287d,gestao-vite,3,literal-value,Todas as mensagens que falharam no envio e não chegaram aos contatos,,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/miolo.tsx:90,0,unknown,,,candidate,,
gestao-vite-literal-value-6ed5893e,gestao-vite,3,literal-value,Todas as mensagens respondidas pelos contatos,,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/miolo.tsx:89,0,unknown,,,candidate,,
gestao-vite-literal-value-f1a6230a,gestao-vite,3,literal-value,Todas as mensagens visualizadas pelos contatos,,apps/gestao-vite/src/paginas/fluxo/analise/mensagens-ativas/miolo.tsx:88,0,unknown,,,candidate,,
gestao-vite-literal-value-224f1e1a,gestao-vite,3,literal-value,top-right,,apps/gestao-vite/src/paginas/fluxo/analise/dashboard/tela.tsx:151,3,unknown,,,candidate,,
gestao-vite-literal-value-26560e7f,gestao-vite,3,literal-value,Transbordo para atendimento humano,,apps/gestao-vite/src/paginas/criar/fluxo/regras.ts:70,0,unknown,,,candidate,,
gestao-vite-literal-value-2b356ff5,gestao-vite,3,literal-value,Um bloco de 'Fim' não se conecta com um próximo bloco. Ele deve ser sempre o último.,,apps/gestao-vite/src/paginas/builder/modelo.ts:122,0,unknown,,,candidate,,
gestao-vite-literal-value-c566af37,gestao-vite,3,literal-value,Um campo extra do contato.,,apps/gestao-vite/src/paginas/builder/variaveis.ts:33,0,unknown,,,candidate,,
gestao-vite-literal-value-8b489a55,gestao-vite,3,literal-value,usuario,,apps/gestao-vite/src/paginas/builder/painel-variaveis.tsx:26,347,unknown,,,candidate,,
gestao-vite-literal-value-6d1fa97f,gestao-vite,3,literal-value,utilidade,,apps/gestao-vite/src/lib/comunicacao.ts:2,49,unknown,,,candidate,,
gestao-vite-literal-value-a82c6689,gestao-vite,3,literal-value,utilidade,,apps/gestao-vite/src/paginas/cadastros/comunicacao-modelos-formulario.tsx:16,49,unknown,,,candidate,,
gestao-vite-literal-value-b7d72d75,gestao-vite,3,literal-value,utilidade,,apps/gestao-vite/src/paginas/fluxo/conteudos/regras.ts:19,49,unknown,,,candidate,,
gestao-vite-literal-value-96934464,gestao-vite,3,literal-value,Validar a entrada do usuário,,apps/gestao-vite/src/paginas/builder/conteudo.ts:48,0,unknown,,,candidate,,
