id,scope,slice,kind,old,new,declared_at,consumers,persisted,category,decision_ref,status,owner,notes
api-symbol-a0663fec,api,2,symbol,RespostaDoRelatorioDeAtendimento,,apps/api/src/controladores/gestao-operacao.ts:97,4,no,,,candidate,,
api-symbol-06c589ed,api,2,symbol,RespostaDosRelatorios,,apps/api/src/controladores/gestao-analise.ts:100,4,no,,,candidate,,
api-symbol-214533ca,api,2,symbol,restaurar,,apps/api/src/controladores/gestao-builder.ts:92,25,no,,,candidate,,
api-symbol-2b8cd868,api,2,symbol,restaurar,,apps/api/tests/builder-por-fluxo.test.ts:146,25,no,,,candidate,,
api-symbol-8cd82e76,api,2,symbol,restaurarVersao,,apps/api/src/dominio/gestao/builder-do-fluxo.ts:584,5,no,,,candidate,,
api-symbol-b94ddefc,api,2,symbol,ResultadoDaRenovacao,,apps/api/src/dominio/instagram/renovacao.ts:24,5,no,,,candidate,,
api-symbol-34d1470d,api,2,symbol,ResultadoDaSincronizacao,,apps/api/src/dominio/whatsapp/modelos.ts:179,8,no,,,candidate,,
api-symbol-35f05226,api,2,symbol,ResultadoDaVerificacao,,apps/api/src/dominio/dominios.ts:123,2,no,,,candidate,,
api-symbol-2728cd0b,api,2,symbol,ResultadoDeContato,,apps/api/src/controladores/gestao-fluxo.ts:127,2,no,,,candidate,,
api-symbol-33bdf203,api,2,symbol,ResultadoDicionario,,apps/api/src/dominio/dicionario-crm.ts:225,3,no,,,candidate,,
api-symbol-e4ae3a53,api,2,symbol,ResultadoDoDestino,,apps/api/src/dominio/mensagem-ativa.ts:53,4,no,,,candidate,,
api-symbol-e8c0409e,api,2,symbol,ResultadoDoFluxo,,apps/api/src/dominio/fluxo.ts:190,3,no,,,candidate,,
api-symbol-3d7c271a,api,2,symbol,ResultadoDoTeste,,apps/api/src/dominio/gestao/integracoes.ts:735,4,no,,,candidate,,
api-symbol-ace850a5,api,2,symbol,ResultadoEntrada,,apps/api/src/dominio/entrada.ts:98,3,no,,,candidate,,
api-symbol-67e028ea,api,2,symbol,ResultadoEntregaWebhook,,apps/api/src/webhooks-saida.ts:191,4,no,,,candidate,,
api-symbol-b9a97224,api,2,symbol,ResultadoEspelho,,apps/api/src/dominio/espelho-crm.ts:23,2,no,,,candidate,,
api-symbol-b1481318,api,2,symbol,resumoDoContexto,,apps/api/src/dominio/fluxo.ts:808,2,no,,,candidate,,
api-symbol-b9c3078f,api,2,symbol,ResumoDoContrato,,apps/api/src/dominio/gestao/contrato.ts:21,12,no,,,candidate,,
api-symbol-e0558087,api,2,symbol,ResumoFila,,apps/api/src/dominio/gestao/monitoramento.ts:135,5,no,,,candidate,,
api-symbol-7d31bf86,api,2,symbol,retorno,,apps/api/src/controladores/entrar.ts:289,68,no,,,candidate,,
api-symbol-fc5cea1d,api,2,symbol,retorno,,apps/api/src/controladores/sso.ts:136,68,no,,,candidate,,
api-symbol-a453fa99,api,2,symbol,revogarChave,,apps/api/src/controladores/gestao-integracoes.ts:98,7,no,,,candidate,,
api-symbol-72b9f4e7,api,2,symbol,revogarChaveDoFluxo,,apps/api/src/dominio/gestao/integracoes.ts:221,3,no,,,candidate,,
api-symbol-f30e71b6,api,2,symbol,rodarFluxoNaEntrada,,apps/api/src/dominio/fluxo.ts:215,7,no,,,candidate,,
api-symbol-2992a3d6,api,2,symbol,roteador,,apps/api/src/dominio/fluxo.ts:102,387,no,,,candidate,,
api-symbol-ca060bd9,api,2,symbol,roteador,,apps/api/src/dominio/fluxo.ts:257,387,no,,,candidate,,
api-symbol-80bfc6c3,api,2,symbol,roteador,,apps/api/tests/roteador.test.ts:133,387,no,,,candidate,,
api-symbol-3021dbad,api,2,symbol,roteador,,apps/api/tests/roteador.test.ts:186,387,no,,,candidate,,
api-symbol-0db05124,api,2,symbol,roteador,,apps/api/tests/roteador.test.ts:250,387,no,,,candidate,,
api-symbol-7297b113,api,2,symbol,roteador,,apps/api/tests/roteador.test.ts:260,387,no,,,candidate,,
api-symbol-b286ea04,api,2,symbol,roteador,,apps/api/tests/roteador.test.ts:312,387,no,,,candidate,,
api-symbol-7da0be2c,api,2,symbol,roteadorId,,apps/api/tests/canal-do-fluxo.test.ts:426,52,no,,,candidate,,
api-symbol-9785a1e4,api,2,symbol,roteadorId,,apps/api/tests/gerar-fixtures-jsonb.helper.ts:222,52,no,,,candidate,,
api-symbol-ade9a228,api,2,symbol,roteadorId,,apps/api/tests/roteador.test.ts:456,52,no,,,candidate,,
api-symbol-23f0e261,api,2,symbol,roteadorVivo,,apps/api/src/dominio/gestao/servicos-do-roteador.ts:120,4,no,,,candidate,,
api-symbol-830fbe0b,api,2,symbol,ROTULO_DO_PAPEL,,apps/api/src/dominio/convites.ts:76,2,no,,,candidate,,
api-symbol-bd40dc24,api,2,symbol,ROTULO_ESCOPO,,apps/api/src/dominio/gestao/configuracoes.ts:71,4,no,,,candidate,,
api-symbol-a7779a1e,api,2,symbol,ROTULO_ESTADO_AVALIACAO,,apps/api/src/dominio/gestao/monitoria.ts:47,6,no,,,candidate,,
api-symbol-51ae9188,api,2,symbol,ROTULO_VALOR,,apps/api/src/dominio/gestao/monitoria.ts:61,4,no,,,candidate,,
api-symbol-6eaed700,api,2,symbol,sacoDaChave,,apps/api/tests/ajuda-pfx.ts:185,2,no,,,candidate,,
api-symbol-3119ab3b,api,2,symbol,salvarConexaoDoFluxo,,apps/api/src/dominio/gestao/integracoes.ts:1014,4,no,,,candidate,,
api-symbol-78124fc8,api,2,symbol,salvarEtiquetasDeEncerramento,,apps/api/src/dominio/gestao/acoes/configuracoes.ts:141,6,no,,,candidate,,
api-symbol-899badd6,api,2,symbol,salvarExcecao,,apps/api/src/dominio/gestao/acoes/regras.ts:170,7,no,,,candidate,,
api-symbol-fa3d833d,api,2,symbol,salvarExcecaoInterna,,apps/api/src/dominio/gestao/acoes/regras.ts:179,3,no,,,candidate,,
api-symbol-15dddf23,api,2,symbol,salvarExecucao,,apps/api/src/dominio/fluxo.ts:668,3,no,,,candidate,,
api-symbol-13b5668e,api,2,symbol,salvarFila,,apps/api/src/dominio/gestao/acoes/atendentes.ts:43,8,no,,,candidate,,
api-symbol-88de4479,api,2,symbol,salvarIdentidade,,apps/api/src/dominio/gestao/acoes/configuracoes.ts:52,6,no,,,candidate,,
api-symbol-54d39ced,api,2,symbol,salvarModelo,,apps/api/src/dominio/gestao/acoes/comunicacao.ts:68,4,no,,,candidate,,
api-symbol-ba70c684,api,2,symbol,salvarPermissoesDoAtendente,,apps/api/src/controladores/gestao-cadastros.ts:478,1,no,,,candidate,,
api-symbol-b6d43bf4,api,2,symbol,salvarRegraFila,,apps/api/src/dominio/gestao/acoes/regras.ts:262,8,no,,,candidate,,
api-symbol-86c00550,api,2,symbol,segredo,,apps/api/src/controladores/webhooks-instagram.ts:48,212,no,,,candidate,,
api-symbol-4f115402,api,2,symbol,segredo,,apps/api/src/controladores/webhooks-messenger.ts:5,212,no,,,candidate,,
api-symbol-968c9fda,api,2,symbol,segredo,,apps/api/src/controladores/webhooks-whatsapp.ts:117,212,no,,,candidate,,
api-symbol-72e455b3,api,2,symbol,segredo,,apps/api/src/controladores/webhooks-whatsapp.ts:55,212,no,,,candidate,,
api-symbol-b479cd8a,api,2,symbol,segredo,,apps/api/src/dominio/gestao/integracoes.ts:194,212,no,,,candidate,,
api-symbol-e5b355ba,api,2,symbol,segredo,,apps/api/src/dominio/gestao/integracoes.ts:570,212,no,,,candidate,,
api-symbol-f17fd255,api,2,symbol,segredo,,apps/api/src/dominio/gestao/integracoes.ts:950,212,no,,,candidate,,
api-symbol-4d1379d0,api,2,symbol,SEGREDO,,apps/api/src/dominio/messenger/canal.ts:9,18,no,,,candidate,,
api-symbol-cf22b020,api,2,symbol,segredo,,apps/api/src/dominio/whatsapp/cliente-graph.ts:209,212,no,,,candidate,,
api-symbol-1e8a96df,api,2,symbol,segredo,,apps/api/tests/ajuda.ts:107,212,no,,,candidate,,
api-symbol-17eeb17b,api,2,symbol,SEGREDO,,apps/api/tests/instagram.test.ts:37,18,no,,,candidate,,
api-symbol-f65618fc,api,2,symbol,segredo,,apps/api/tests/messenger.test.ts:47,212,no,,,candidate,,
api-symbol-9fdc7c0f,api,2,symbol,segredoDeLink,,apps/api/src/dominio/anexo.ts:52,3,no,,,candidate,,
api-symbol-1c6dbd9b,api,2,symbol,SEM_ESPELHO,,apps/api/src/dominio/espelho-crm.ts:21,3,no,,,candidate,,
api-symbol-360f1e59,api,2,symbol,semAtendente,,apps/api/src/dominio/gestao/esforco.ts:119,4,no,,,candidate,,
api-symbol-10ccf811,api,2,symbol,semAtendente,,apps/api/tests/cadastros-atendimento.test.ts:388,4,no,,,candidate,,
